Singer,FM,Title,Lyrics,AppleMusicYear,SongReleaseYear,DebutYear,Active,Subject,Persona,imageURL,id
오렌지 캬라멜,여성,립스틱 (LIPSTICK),"립스틱 스틱 세우고
립스틱 스틱 세우고
어찌나 눈이 높던지
애인이 있는 건지
살짝 시크해보여
하나도 관심 없는 척
속이는 거 다 알아
흘리고 다니잖아
오똑한 콧날에 베일 것 같아
짜릿 짜릿 네 눈빛에 녹을 것 같아
구릿빛 피부가 달콤해 보여
아슬아슬 다가가서 훔치고 싶어
립스틱 스틱 세우고
내 입술에 바르고
잘 다려진 하얀 셔츠 위에
살짝 묻히고
립스틱 스틱 세우고
네 입술에 맞추고
아찔아찔 솟은 쇄골 위에
몰래 묻히고 어머어머
어어어어 어머어머
몰래 묻히고 어머어머
어어어어 어머어머
어쩌다 그리 된 건지
사연이 있는 건지
살짝 화가나 보여
사실 좀 미안하지만
즐기는 거 다 알아
몰래 웃고 있잖아
촉촉한 눈빛에 빠질 것 같아
찌릿 찌릿 네 향기에 취할 것 같아
우윳빛 피부가 눈부셔 보여
아슬아슬 다가가서 훔치고 싶어
립스틱 스틱 세우고
내 입술에 바르고
잘 다려진 하얀 셔츠 위에
살짝 묻히고
립스틱 스틱 세우고
네 입술에 맞추고
아찔아찔 솟은 쇄골 위에
몰래 묻히고 어머어머
어어어어 어머어머
몰래 묻히고 어머어머
어어어어 어머어머
좀 빼지마 가만히 둘 순 없어
널 널 널
이러지마 오늘 처음 봤잖아
립스틱 스틱 세우고
내 입술에 바르고
잘 다려진 하얀 셔츠 위에
살짝 묻히고
립스틱 스틱 세우고
네 입술에 맞추고
아찔아찔 솟은 쇄골 위에
몰래 묻히고 어머어머
어어어어 어머어머
몰래 묻히고 어머어머
어어어어 어머어머",2012,2012,2010,1,0.08333333333,유혹자,https://is2-ssl.mzstatic.com/image/thumb/Music124/v4/7e/01/f4/7e01f4ff-b4e7-fa7e-33f1-b3369ec3bb0b/KM0001745-_1_-0912.jpg/592x592bb.webp,1
aespa,여성,도깨비불,"You’re so yummy yummy yummy
In my tummy tummy tummy

Look at you 빨라지는 걸음걸이
Look at me 호기심을 자극하지
Look at them 알아챌 수 없는 거리
Baby don’t panic 한밤의 Party

차올라 달이 딱 좋은 Timing
이건 비밀이야 쉿 우리만의
한밤의 Party 널 끌어당김
어쩌니 내게 뺏겨버린 환심

몽롱한 기분이 좋은 Tonight
색다른 세계로 이끄는 Light

Follow me, Come and get illusion
한입에 삼켜 널 Delicious
아찔한 미끼로 Hook up
관심을 먹고 Growing up
Follow me, Come and get illusion
몸집을 불려가 Delicious
점점 더 커지는 Fire
관심을 먹고 Growing up

(Will o' the wisp)
겁내지 말고 이리 온
(Will o' the wisp)
겁내지 말고 이리 온

Easy peasy 너도 알다시피
When you dizzy 내겐 그저 Dish
도깨비불 너를 놀려 Boo
예상 못 한 순간 등장하지 불쑥

첨 보는 Style 멋모를 Timing
너의 약점에다 Hit! It’s so funny
한밤의 Party 널 끌어당김
알아도 막을 수 없는 반칙

낯선 이 기분이 묘한 Tonight
감춰둔 본능을 이끄는 Light

Follow me, Come and get illusion
한입에 삼켜 널 Delicious
아찔한 미끼로 Hook up
관심을 먹고 Growing up
Follow me, Come and get illusion
몸집을 불려가 Delicious
점점 더 커지는 Fire
관심을 먹고 Growing up
(Will o' the wisp)
겁내지 말고 이리 온
(Will o' the wisp)
겁내지 말고 이리 온

Yummy yummy yummy
In your tummy tummy tummy
놀란 너의 Face 나를 저격하는 Taste
멀리멀리 달아나도 소용없어 이미
Come get illusion
So fool

Follow me, Come and get illusion
유일한 목격자 You’re the one
방심한 틈을 타 Swallow
환상을 먹고 Growing up
Follow me, Come and get illusion
순진한 먹잇감 Delicious
단번에 노리는 Hunter
네 맘을 뺏어 Growing up

(Will o' the wisp)
겁내지 말고 이리 온
(Will o' the wisp)
겁내지 말고 이리 온",2022,,,0.84375,0.2,유혹자,https://is3-ssl.mzstatic.com/image/thumb/Music112/v4/c9/7d/dd/c97ddd34-5962-8cf1-a55c-cf730d3069f5/888735941375.jpg/592x592bb.webp,18
트러블메이커,혼성,Trouble Maker,"1 2 3
니 눈을 보면 난
Trouble Maker
니 곁에 서면 난
Trouble Maker
조금씩 더 더 더
갈수록 더 더 더
이젠 내 맘을
나도 어쩔 수 없어
니가 나를 잊지 못하게
자꾸 니 앞에서 또
니 맘 자꾸 내가 흔들어
벗어날 수 없도록
니 입술을 또 훔치고
멀리 달아나버려
난 Trou a a a ble Trouble
Trou Trouble Maker
Trouble Maker Trouble Maker
Trouble Maker Trouble Maker
니 맘을 깨물고 도망칠 거야
고양이처럼 넌 자꾸 안달이 날 거야
내 앞으로 와 어서 화내보렴
내 섹시한 걸음 니 머리 속에
발동을 거는 은근한 스킨십
얼굴에 비친 못 참아 죽겠단 니 눈빛
갈수록 깊이 더 빠져들어 알수록
니가 더 맘에 들어 Baby
아무래도 니 생각에 취했나봐
Lady I never never never stop
니가 나를 잊지 못하게
자꾸 니 앞에서 또
니 맘 자꾸 내가 흔들어
벗어날 수 없도록
니 입술을 또 훔치고
멀리 달아나버려
난 Trou a a a ble Trouble
Trou Trouble Maker
Trouble Maker Trouble Maker
Trouble Maker Trouble Maker
어떻게 널 내 맘에
담아둘 수 있는지 Trouble Maker
그냥 내 맘이 가는대로
이젠 I never never stop
멈출 수 없어
니가 나를 잊지 못하게
자꾸 니 앞에서 또
니 맘 자꾸 내가 흔들어
벗어날 수 없도록
니 입술을 또 훔치고
멀리 달아나버려
난 Trou a a a ble Trouble
Trou Trouble Maker
Trouble Maker Trouble Maker
Trouble Maker Trouble Maker",2011,2011,2011,0.7037037037,0,유혹자,https://is3-ssl.mzstatic.com/image/thumb/Music124/v4/d4/e0/d1/d4e0d15c-3b82-76c9-40a8-55d6dec4a088/Trouble_Maker.jpg/592x592bf.webp,81
PRODUCE 101,남성,나야 나 (PICK ME),"너를 보던 그 순간 
Pick me Pick me Pick me 
시선 고정 너에게 
Pick me Pick me Pick me 
눈부셔 Shining Shining 
제발 내 맘을 Pick me Pick me 
Pick me Pick me Pick me 
너와 있는 이 시간 
Pick me Pick me Pick me 
난 너무 빨라 불안해 
Pick me Pick me Pick me 
멈춰줘 hold me hold me 
마지막까지 Pick me Pick me 
너는 내게 너무 예뻐서 
꿈일까 난 너무 두려워 
기억해 제발 이 순간 Tonight 
오늘 밤 주인공은 나야 나 나야 나 
너만을 기다려 온 나야 나 나야 나 
네 맘을 훔칠 사람 나야 나 나야 나 
마지막 단 한 사람 나야 나 나야 나 
오늘 밤 주인공은 나야 나 나야 나 
너만을 기다려 온 나야 나 나야 나 
네 맘을 훔칠 사람 나야 나 나야 나 
마지막 단 한 사람 나야 나 나야 나 
Pick me Pick me up 
Pick me Pick me Pick me 
Pick me Pick me up 
Pick me Pick me Pick me 
Pick me Pick me up 
Pick me Pick me Pick me 
Pick me Pick me up 
내가 아닌듯한 나 
Pick me Pick me Pick me 
미쳤어 내게 빠졌어 
Pick me Pick me Pick me 
I'm so Sick Crazy Crazy 
제발 내 맘을 Pick me Pick me 
Pick me Pick me Pick me 
너를 보면 볼수록 
Pick me Pick me Pick me 
난 막지 못해 내 마음 
Pick me Pick me Pick me 
이제는 Call me Call me 
말해줘 내게 빠져 버렸다고 
너무나 예뻐서 꿈일까 두려워 
Oh 빛나는 환상 속의 그대 
날 바라봐줘 너의 맘속으로 
들어가 함께하고 싶어 
오늘 밤 주인공은 나야 나 나야 나
너만을 기다려 온 나야 나 나야 나
네 맘을 훔칠 사람 나야 나 나야 나
마지막 단 한 사람 나야 나 나야 나
오늘 밤 주인공은 나야 나 나야 나
너만을 기다려 온 나야 나 나야 나
네 맘을 훔칠 사람 나야 나 나야 나
마지막 단 한 사람 나야 나 나야 나
Pick me Pick me up
Pick me Pick me Pick me
Pick me Pick me up
Pick me Pick me Pick me
Pick me Pick me up
Pick me Pick me Pick me
Pick me Pick me up",2017,,,0.6349206349,0.8928571429,순정파,https://is4-ssl.mzstatic.com/image/thumb/Music125/v4/b3/c2/83/b3c28354-7867-521f-16db-9444b9b049c8/8809534463310_Cover.jpg/592x592bb.webp,124
NCT DREAM,남성,Hello Future,"Big dreams and big thrills
Flying high 터무니없는 상상해봐
네 눈앞에 달려들고 있는 별
낚아 채 불을 태워 봐

시작이라는 걸 넌 믿을 수 있겠니?
이제야 사랑을 알 것 같아
Ready or not 가는 거야 나를 믿어
Soldiers knocking doors down yelling out

전쟁 전쟁 같던 시간들은
모두 뒤로 보내 가슴이 소리치네
달려가 날아 봐
If you're rocking with me oh oh

Here we go here we go satellite radio
내 미래에 전해 줘
온 세상과 저 광야 위로
후회 없이 사랑했다고 말하게

기다렸어 어서 와
어디든 we’re coming together
아무 걱정 하지 마
잘 될 거야 Hello Future
너를 만나 같이 더 빛나 yeah yeah
Ey we’re on the way up we’re on the way up
아름다운 시간만 쌓자 yeah yeah yeah
We’re going way up we’re going

On our way up Hello Future
On our way up Hello Future

Ey 미래의 너를 조우하게 됐어
경계 위로 손을 맞대면
우린 너무 닮아 있어
뭘 더 찾게 될지 결국 웃게 될지
지금부턴 운명이라고 해

Fire fire 자욱한 연기 속에
살아남은 키 작은 꽃처럼
같은 시간 속에 너를 사랑하고 있어

Here we go here we go
날개를 펼치고
또 꺾이고 다쳐도
누구보다 강한 너잖아
미래의 미래에도 널 사랑할 나란 걸

기다렸어 어서 와
어디든 we’re coming together
아무 걱정 하지 마
잘 될 거야 Hello Future
너를 만나 같이 더 빛나 yeah yeah
Ey we’re on the way up we’re on the way up
아름다운 시간만 쌓자 yeah yeah
We’re going way up we’re going

Ey I’m tryna’ center me
hey where your center be?
흔들리지 않게 걸어 나아갈 수 있을지
Too many cynical 거꾸로 갔던 Entropy
그 어디쯤 너 기다리고 있을지

멀지 않아 눈을 떠 봐
내가 원한 모든 건 너뿐이라고
we’re on our way up

타 버린 채 여린 온기의
남은 잿더미 속에 ready to clap back
그리 멀지 않은 peace
아픈 시간이 다만 짧기를 바라고 또 원했지
Who you gon’ believe?

기다렸어 어서 와
어디든 we’re coming together
아무 걱정 하지 마
잘 될 거야 Hello Future
너를 만나 같이 더 빛나 yeah yeah
Ey we’re on the way up we’re on the way up
아름다운 시간만 쌓자 yeah
We’re going way up we’re going

We’re going way up
곁에 함께 있어줘
오직 너만이 내 미래라는 걸
Just keep looking to the stars
널 기다렸어
Hello Future",2021,,,0.6351351351,1,순정파,https://is4-ssl.mzstatic.com/image/thumb/Music125/v4/df/96/8e/df968ee9-ab22-1f14-a2ee-4943204b2324/cover.jpg/592x592bb.webp,123
NCT DREAM,남성,북극성,"변해가는 계절들을 막아 줄 거란
그런 말로 너를 붙잡을 순 없지만
많은 계절을 마주칠 너에게
이 마음 하날 비춰주려 해

떠나는 걸음이 맘이 흐려지지 않게
So please don't cry 약속할 테니

유난히 짙고 긴 밤 견디던 어느 날
눈물을 참지 못해 문득 고개를 들면
반짝이는 별을 따라
다시 돌아올 길을 찾을 거야
It's Never Goodbye

네가 지금 가야 하는 길이
나와 엇갈릴 수도 있어
항상 같은 방향을 걸을 수 없단 걸
I know I know I know (I know)
함께 가는 방법을 찾을 수 없다면
너를 멀리서 늘 비춰줄 거야

난 그대로야 여전해 Like a photo
시간은 근데 그렇지 않더라고
이거 듣고 기억들을 간지럽혀
I see you 눈을 감아도
You know that’s not normal for you
I’m not normal

잠시 놓쳐도 단번에 찾을 수 있게
그 자리에서 기다릴게
우린 It’s Never Goodbye
다시 돌고 돌아 어둠 속에서
내가 너를 알아보듯 언젠가
Find me please

멈춰 선 내 맘이 다시 달려가지 않게
So please don't cry 약속할 테니

유난히 짙고 긴 밤 견디던 어느 날
눈물을 참지 못해 문득 고개를 들면
반짝이는 별을 따라
다시 돌아올 길을 찾을 거야
It's Never Goodbye

언젠가 나에게 돌아오는 날
한 걸음에 널 마중 갈게
You were you are you and I
항상 함께 일 거야
그때는 엇갈리지 마

유난히 짙고 긴 밤 견디던 어느 날
눈물을 참지 못해 문득 고개를 들면
반짝이는 별을 따라
다시 돌아올 길을 찾을 거야
It's Never Goodbye

You never say goodbye
같은 시간 같은자리 같은 공간 속
밝혀줘 어둠 속 Starlight
너로 인해 나의 하나뿐인 별자리가
완성되어가길 바라

불안해하지 마 난 너를 보고 있어
같이 있던 밤 기억하고 있어
낯선 길을 걸을 땐 고개를 들어
저 별을 바라봐",2022,,,0.5454545455,0.8965517241,순정파,https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/17/3a/82/173a823c-0fc9-48dd-ab7a-d847e39dfd81/NCTDREAM_02_Glitch_Mode_digital_cover.jpg/592x592bb.webp,179
2PM,남성,10점 만점에 10점,"That girl 너무 예뻐 
Oh my god 기가 막혀 
이건 본 적이 없는 그런 아름다움이야 
말로 설명해도 알아듣지 못할거야 
책 속에서나 볼 수 있는 
꿈 속에서나 만나보는 
그런 여자란 말야 
날이면 날마다 오지 않아 
뒷모습이 너무 사람을 괴롭게 해 
착한 나를 자꾸 나쁜 맘을 먹게 해 
이건 참을 수가 없어 정말 너무나 괴로워 
영화 미녀는 괴로월 볼 때 보다 더 괴로워
그녀의 입술은 맛있어 입술은 맛있어
10점 만점에 10점
그녀의 다리는 멋져 다리는 멋져
10점 만점에 10점
그녀의 날리는 머릿결 날리는 머릿결
10점 만점에 10점
그녀는 머리에서 발끝까지 모두 다
10점 만점에 10점
나를 보고 웃는데 10점
말하는 목소리가 10점
만나면 만나 볼 수록 어쩜
빈틈이 없어 Yes sir Yes sir
그녀 때문에 정말 미쳤어
하루라도 안 볼 수가 없어
어제 너무 바빠 하루 쉬었어
그러자 입에 가시가 돋쳤어 Oh
뒷모습이 너무 사람을 괴롭게 해
착한 나를 자꾸 나쁜 맘을 먹게 해
눈이 떨어지질 않아 정말 말이 되질 않아
이건 야한 만화영화 보다 더 야한 것 같아
그녀의 입술은 맛있어 입술은 맛있어
10점 만점에 10점
그녀의 다리는 멋져 다리는 멋져
10점 만점에 10점
그녀의 날리는 머릿결 날리는 머릿결
10점 만점에 10점
그녀는 머리에서 발끝까지 모두 다
10점 만점에 10점
라라 랄랄라 랄라 Pretty baby
라라 랄랄라 랄라 Be my lady
라라 랄랄라 랄라 Pretty baby
라라 랄랄라 랄라 Be my lady
라라 랄랄라 난 빠졌잖아
그녀 없이 사는 건 해보나마나
그녀가 주는게 너무나 많아
내 입에서 미소가 끊이질 않아
그녀 없인 사나 마나
그럼 이제 나는 어떻게 하나
에라 모르겠다 이대로가 좋다
그녀가 술이면 취해 버리련다
그녀의 입술은 맛있어 입술은 맛있어
10점 만점에 10점
그녀의 다리는 멋져 다리는 멋져
10점 만점에 10점
그녀의 날리는 머릿결 날리는 머릿결
10점 만점에 10점
그녀는 머리에서 발끝까지 모두 다
10점 만점에 10점
Haha 10점 만점에 10점
You know what it is 10점 만점에 10점
It's JYP 10점 만점에 10점
And 2PM baby 10점 만점에 10점",2008,2008,2008,0.828125,0.1052631579,숭배자,https://is1-ssl.mzstatic.com/image/thumb/Music/2b/68/48/mzi.ykhgzqju.jpg/592x592bb.webp,25
PRODUCE 101,남성,Super Hot,"get up get up then get down get down
get up get up and party
get up get up then get down get down
저기 걸어오는 그녀 눈이 부시네
Imma going crazy you know it
도도히 고갤 돌려 아 내 맘 설레네
어질어질하네 다른 별에서 왔나
Fashionista 나도 한 멋짐 하는데
Funky sister 오늘 힘 좀 줘봤어 나
딴 늑대들 쳐다 보지마
내 그녀가 닳는단 말야
Let me take you out now
우리 지금 가자
오늘 나와 데이트하는 거야
우 실감이 안나
우 네가 내 여자니
앞모습도 뒷모습도 완전 여신이야
Uh uh I gotta tell you what 
미치겠어 to have a girl like this is
Super Hot She's Super Hot
나나나나나나나 예
넌 태양보다 뜨거워 메가톤 Bomb
She's Hot Too Super Hot
나나나나나나나 예
Get up get up 넌 특별한 Girl
Girl she's Super Hot
get up get up then get down get down 
get up get up and party
get up get up then get down get down 
오늘 밤에 너와 Party
넌 그냥 완벽 남에겐 철벽
내게 주는 눈빛조차 아까워
come on 넌 나의 girl 여기에 sit down
돌아가는 back back 유턴은 노 없지
오늘이 날이야 너와나 party야
I'm gonna get up get up 너와 춤추지
아 나 정신 없어 왜 이렇게 예뻐 너
Fashionista 너와 잘 어울리지 나
Funky sister 오늘 차려 입었어 나
딴 늑대들 쳐다 보지마
내 그녀가 닳는단 말야
Let me take you out now
우리 지금 가자
오늘 나와 데이트하는 거야
우 실감이 안나
우 네가 내 여자니
앞모습도 뒷모습도 완전 여신이야
Uh uh I gotta tell you what 
미치겠어 to have a girl like this is
Super Hot She's Super Hot
나나나나나나나 예
넌 태양보다 뜨거워 메가톤 Bomb
She's Hot Too Super Hot
나나나나나나나 예
Get up get up 넌 특별한 Girl
Girl she's Super Hot
get up get up then get down get down 
get up get up and party
get up get up then get down get down 
오늘 밤에 너는 Super Hot
get up get up then get down get down 
get up get up and party
get up get up then get down get down
오늘 밤에 너와 Party
Listen up girl 나나나나나나나 예
우리 더 이상 말은 필요 없지
Fashionista you're making me 
feel so good now
Funky sister 이 구역의 여신은 너
딴 늑대들 쳐다 보지마
내 그녀가 닳는단 말야
Let me take you out now
우리 지금 가자
오늘 나와 데이트하는 거야
Let me take you out now
우리 지금 가자
오늘 나와 파티하는 거야 날밤 새
Super Hot She's Super Hot
나나나나나나나 예
넌 태양보다 뜨거워 메가톤 Bomb
She's Hot Too Super Hot
나나나나나나나 예
Get up get up 넌 특별한 Girl
Girl she's Super Hot
get up get up then get down get down 
get up get up and party
get up get up then get down get down 
오늘 밤에 너와 Party
She's Hot Too Super Hot
나나나나나나나 예
get up get up 넌 특별한 Girl
Girl she's Super Hot
get up get up then get down get down 
get up get up and party
get up get up then get down get down
오늘 밤에 너와 Party",2017,,,0.8333333333,0.875,숭배자,https://is4-ssl.mzstatic.com/image/thumb/Music122/v4/a9/48/3c/a9483c1f-47e7-26b4-a372-5cd964e8c78a/8809534465833_Cover.jpg/592x592bb.webp,24
방탄소년단,남성,My Universe,"You, you are my universe and
I just want to put you first
And you, you are my universe, and I…

In the night I lie and look up at you
When the morning comes I watch you rise
There’s a paradise they couldn’t capture
That bright infinity inside your eyes

매일 밤 네게 날아가 (가)
꿈이란 것도 잊은 채
나 웃으며 너를 만나 (나)
Never ending forever baby

You, you are my universe and
I just want to put you first
And you, you are my universe, and
You make my world light up inside

어둠이 내겐 더 편했었지
길어진 그림자 속에서 (eyes)

And they said that we can’t be together
Because
Because we come from different sides

You, you are my universe and
I just want to put you first
And you, you are my universe, and
You make my world light up inside

My universe (do do, do do)
My universe (do do, do do)
My universe (do do, do do)
(you make my world)
You make my world light up inside

Make my world light up inside

나를 밝혀주는 건
너란 사랑으로 수 놓아진 별
내 우주의 넌
또 다른 세상을 만들어 주는 걸

너는 내 별이자 나의 우주니까
지금 이 시련도 결국엔 잠시니까
너는 언제까지나 지금처럼 밝게만 빛나줘
우리는 너를 따라 이 긴 밤을 수놓을 거야

너와 함께 날아가 (가)
When I’m without you I’m crazy
자 어서 내 손을 잡아 (아)
We are made of each other baby

You, you are my universe and
I just want to put you first
And you, you are my universe, and
You make my world light up inside

My universe (you, you are)
My universe (I just want)
My universe (you, you are)
My universe, and I

My universe",2021,,2013,0.8039215686,0.5161290323,숭배자,https://is2-ssl.mzstatic.com/image/thumb/Music125/v4/df/60/00/df600071-c5c7-24e7-e4d7-1a6b71fa44e7/190296529818.jpg/592x592bb.webp,32
